Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Bella,Maltese,"(42.38144027, -71.13675366)",-71.13675366,-71.13675366,West Cambridge
Atom,Terrier Mix,"(42.39637323, -71.14222818)",-71.14222818,-71.14222818,North Cambridge
Barney,West Highland White Terrier,"(42.38472867, -71.1342194)",-71.1342194,-71.1342194,West Cambridge
Lexi,Pit Bull,"(42.36714678, -71.09696615)",-71.09696615,-71.09696615,The Port
Belle,Pomeranian,"(42.36383623, -71.10746014)",-71.10746014,-71.10746014,Cambridgeport
Luna,Husky,"(42.38802099, -71.14561876)",-71.14561876,-71.14561876,Cambridge Highlands
Sadie,Boxer,"(42.36960282, -71.08721263)",-71.08721263,-71.08721263,East Cambridge
Sonny,Border Collie Mix,"(42.3990241, -71.13191694)",-71.13191694,-71.13191694,North Cambridge
Kate,West Highland White Terrier,"(42.38434991, -71.13405525)",-71.13405525,-71.13405525,West Cambridge
Mase Moloney,French Bulldog,"(42.38506778, -71.13093009)",-71.13093009,-71.13093009,Neighborhood Nine
Phryne,Pembroke Welsh Corgi,"(42.3922515, -71.13861088)",-71.13861088,-71.13861088,Neighborhood Nine
Cisco,Husky,"(42.39566569, -71.12993868)",-71.12993868,-71.12993868,North Cambridge
Winn,VIZSLA,"(42.38979911, -71.14008526)",-71.14008526,-71.14008526,Neighborhood Nine
Birdie,,"(42.36745595, -71.07859062)",-71.07859062,-71.07859062,East Cambridge
Cupid,Beagle,"(42.3657986, -71.09620867)",-71.09620867,-71.09620867,The Port
Spencer,Yorksire Terrier,"(42.36597098, -71.11105188)",-71.11105188,-71.11105188,Riverside
Beckett,Carolina Dog,"(42.37031145, -71.10521519)",-71.10521519,-71.10521519,Mid-Cambridge
Rose,Golden Retriever,"(42.3788468, -71.14479056)",-71.14479056,-71.14479056,West Cambridge
Tennessee,Corgi,"(42.37659999, -71.15043963)",-71.15043963,-71.15043963,Strawberry Hill
Trixie,Corgi,"(42.36864964, -71.08268493)",-71.08268493,-71.08268493,East Cambridge
Scarlette,Miniature Dachshund,"(42.38479698, -71.11811229)",-71.11811229,-71.11811229,Neighborhood Nine
Pickle,Pug,"(42.37049987, -71.09563126)",-71.09563126,-71.09563126,The Port
Lola,Chihuahua,"(42.36667399, -71.095994)",-71.095994,-71.095994,The Port
Calypso,Boxer,"(42.37362383, -71.08164134)",-71.08164134,-71.08164134,East Cambridge
Beaucoup,Mix,"(42.36381768, -71.11152594)",-71.11152594,-71.11152594,Riverside
Santana,Poodle Mix,"(42.3732871, -71.09527416)",-71.09527416,-71.09527416,Wellington-Harrington
Rustie,German Shepherd,"(42.38034688, -71.13472567)",-71.13472567,-71.13472567,West Cambridge
Scooby,Australian Shep Mix,"(42.38273462, -71.11160472)",-71.11160472,-71.11160472,Agassiz
Chip,Miniature Poodle,"(42.37746476, -71.12867618)",-71.12867618,-71.12867618,West Cambridge
Lita,Lab Mix,"(42.37422648, -71.0825238)",-71.0825238,-71.0825238,East Cambridge
Bert,Cairn Terrier,"(42.37972537, -71.12200038)",-71.12200038,-71.12200038,Neighborhood Nine
Callie,Hound,"(42.38486785, -71.13766042)",-71.13766042,-71.13766042,West Cambridge
Missy,Lab Mix,"(42.39299185, -71.14721926)",-71.14721926,-71.14721926,Cambridge Highlands
Watson,Cockerpoo,"(42.36687575, -71.11318774)",-71.11318774,-71.11318774,Riverside
Kipling,Greyhound,"(42.36529039, -71.10933032)",-71.10933032,-71.10933032,Riverside
Smokey,Shetland Sheepdog,"(42.39824295, -71.13441786)",-71.13441786,-71.13441786,North Cambridge
Romo,Labrador Retriever,"(42.36815694, -71.0708744)",-71.0708744,-71.0708744,East Cambridge
Mo-Jo,French Bulldog,"(42.39991085, -71.12877943)",-71.12877943,-71.12877943,North Cambridge
Baxter,Golden Doodle,"(42.37708766, -71.13170066)",-71.13170066,-71.13170066,West Cambridge
Kacho,Mix,"(42.3768148, -71.10827494)",-71.10827494,-71.10827494,Agassiz
Poppy,Bichon Mix,"(42.36846294, -71.07299544)",-71.07299544,-71.07299544,East Cambridge
Zeus,Border Collie,"(42.39621583, -71.12540224)",-71.12540224,-71.12540224,North Cambridge
Maciver,Beagle,"(42.38276207, -71.11548238)",-71.11548238,-71.11548238,Agassiz
Milo,Pug Mix,"(42.37089997, -71.07254316)",-71.07254316,-71.07254316,East Cambridge
Snowy,Shih Tzu,"(42.38038442, -71.14418855)",-71.14418855,-71.14418855,West Cambridge
Maya,Labrador Retriever,"(42.37661029, -71.11059878)",-71.11059878,-71.11059878,Mid-Cambridge
Annie,Mixed,"(42.40060219, -71.15346473)",-71.15346473,-71.15346473,North Cambridge
Baci,Corgi,"(42.38138911, -71.13030031)",-71.13030031,-71.13030031,West Cambridge
Austin,Bichon Frise,"(42.37915469, -71.12427898)",-71.12427898,-71.12427898,Neighborhood Nine
Allusha,Italian Greyhould,"(42.38034096, -71.12389317)",-71.12389317,-71.12389317,West Cambridge
K.C.,Silky Terrier,"(42.37454998, -71.08736019)",-71.08736019,-71.08736019,East Cambridge
Gatsby,Labrador Retriever,"(42.38140637, -71.14555892)",-71.14555892,-71.14555892,West Cambridge
Schnapps,Schnauzer,"(42.3839098, -71.13316479)",-71.13316479,-71.13316479,Neighborhood Nine
Milo,Beagle,"(42.3795326, -71.10760628)",-71.10760628,-71.10760628,Mid-Cambridge
Paco,Portuguese Water Dog,"(42.38758234, -71.1273803)",-71.1273803,-71.1273803,Neighborhood Nine
Andy,Corgi,"(42.37709661, -71.10916285)",-71.10916285,-71.10916285,Agassiz
Maple,Australian Shepherd,"(42.38594199, -71.12759295)",-71.12759295,-71.12759295,Neighborhood Nine
Ryoma,Miniature Dachshund,"(42.39516794, -71.14909031)",-71.14909031,-71.14909031,North Cambridge
Dozer,Pointer,"(42.36213886, -71.11298591)",-71.11298591,-71.11298591,Cambridgeport
Timber,Beagle Mix,"(42.39982437, -71.14183106)",-71.14183106,-71.14183106,North Cambridge
Charlie,Collie,"(42.35613051, -71.10685511)",-71.10685511,-71.10685511,Cambridgeport
Boswell,Cocker Spaniel,"(42.37922241, -71.13632056)",-71.13632056,-71.13632056,West Cambridge
Louis,French Bulldog,"(42.36740999, -71.11187599)",-71.11187599,-71.11187599,Riverside
Becky,,"(42.3903997, -71.14535972)",-71.14535972,-71.14535972,Cambridge Highlands
Winston,Labrdaor Retriever,"(42.38375827, -71.12655819)",-71.12655819,-71.12655819,Neighborhood Nine
Hazel,Husky Mix,"(42.38904024, -71.13970723)",-71.13970723,-71.13970723,Neighborhood Nine
Simon,German Shepherd,"(42.37097137, -71.08093865)",-71.08093865,-71.08093865,East Cambridge
Atlas,Cavalier King Charles Spaniel,"(42.35700059, -71.0970593)",-71.0970593,-71.0970593,Area 2/MIT
Ajax,Dachshund,"(42.37069036, -71.10001091)",-71.10001091,-71.10001091,The Port
Dazzle,Jack Russell Terrier,"(42.37656783, -71.1257258)",-71.1257258,-71.1257258,West Cambridge
Joe Des Chetemis,Boxer,"(42.37290432, -71.12167475)",-71.12167475,-71.12167475,Riverside
Booboo,Pug,"(42.37774451, -71.14073573)",-71.14073573,-71.14073573,West Cambridge
Moose,Labrador Retriever Mix,"(42.3643496, -71.10738531)",-71.10738531,-71.10738531,Cambridgeport
Romeo,Standard Poodle,"(42.36900197, -71.08096084)",-71.08096084,-71.08096084,East Cambridge
Fanny,Golden Doodle,"(42.37155929, -71.07421682)",-71.07421682,-71.07421682,East Cambridge
Delilah,Dachshund Mix,"(42.38157622, -71.13210856)",-71.13210856,-71.13210856,Neighborhood Nine
Lucy,Labrador Retriever,"(42.37829636, -71.1257106)",-71.1257106,-71.1257106,Neighborhood Nine
Ecco,Labradoddle,"(42.37737554, -71.1362001)",-71.1362001,-71.1362001,West Cambridge
Mica,Yorkie Terrier,"(42.36535802, -71.08255907)",-71.08255907,-71.08255907,East Cambridge
Rusty,Boston Terrier,"(42.36696282, -71.09285485)",-71.09285485,-71.09285485,The Port
Max,Maltipoo,"(42.37301614, -71.10253261)",-71.10253261,-71.10253261,Mid-Cambridge
Abby,Pug Chihuahua Mix,"(42.39344204, -71.13238674)",-71.13238674,-71.13238674,North Cambridge
Luna,Cockerpoo,"(42.39507683, -71.127746)",-71.127746,-71.127746,North Cambridge
Jake,Rhodesian Ridgeback Mix,"(42.36928589, -71.10536348)",-71.10536348,-71.10536348,Mid-Cambridge
Sophie,Labradoddle,"(42.37111463, -71.12589401)",-71.12589401,-71.12589401,West Cambridge
Muldoon,Australian Cattle Dog,"(42.35784327, -71.11437234)",-71.11437234,-71.11437234,Cambridgeport
Willoughby,Shih Tzu,"(42.37915094, -71.15379496)",-71.15379496,-71.15379496,Strawberry Hill
Sophia,Whippet,"(42.39242016, -71.14746508)",-71.14746508,-71.14746508,Cambridge Highlands
Sidney Canela,MINIATURE POODLE,"(42.36156328, -71.10523431)",-71.10523431,-71.10523431,Cambridgeport
Benton,Boxer American Bldog,"(42.40207331, -71.1511284)",-71.1511284,-71.1511284,North Cambridge
Fenway,English Pointer,"(42.36857998, -71.09958327)",-71.09958327,-71.09958327,The Port
Kepler,LAB MIX,"(42.3938174, -71.14622106)",-71.14622106,-71.14622106,Cambridge Highlands
Misiu,Shiba Inu,"(42.36489643, -71.10737245)",-71.10737245,-71.10737245,Cambridgeport
Rosita,Chihuahua,"(42.36695385, -71.08088979)",-71.08088979,-71.08088979,East Cambridge
Eddie,Terrier,"(42.36686749, -71.09503762)",-71.09503762,-71.09503762,The Port
Nellie,Coonhound Mix,"(42.4043785, -71.13459909)",-71.13459909,-71.13459909,North Cambridge
Nola,Labrador Retriever,"(42.36656527, -71.09535311)",-71.09535311,-71.09535311,The Port
Hallie,Mix,"(42.3830447, -71.14215066)",-71.14215066,-71.14215066,West Cambridge
Frida,Corgi,"(42.37614759, -71.10530296)",-71.10530296,-71.10530296,Mid-Cambridge
Tuca,Sato,"(42.38350597, -71.13208404)",-71.13208404,-71.13208404,Neighborhood Nine
Ink,Labrador Retriever,"(42.38591897, -71.12165718)",-71.12165718,-71.12165718,Neighborhood Nine
Bailey,Golden Retriever,"(42.39705441, -71.13450481)",-71.13450481,-71.13450481,North Cambridge
Sophie,Springer Spaniel,"(42.38879802, -71.14296098)",-71.14296098,-71.14296098,Cambridge Highlands
Chevy,American Bull Dog,"(42.39979814, -71.13378848)",-71.13378848,-71.13378848,North Cambridge
Red Saenz,Hound Mix,"(42.37531037, -71.13294023)",-71.13294023,-71.13294023,West Cambridge
Shiloh,Beagle,"(42.38257407, -71.1212013)",-71.1212013,-71.1212013,Neighborhood Nine
Caz,Golden Doodle,"(42.38221021, -71.13904764)",-71.13904764,-71.13904764,West Cambridge
Kimmi,Siberian Husky,"(42.38065983, -71.13865063)",-71.13865063,-71.13865063,West Cambridge
Noah Blue,Blue Nose American Staffordshire Ter,"(42.36109385, -71.10446863)",-71.10446863,-71.10446863,Cambridgeport
Glen Campbell,American Bulldog,"(42.38891583, -71.12356255)",-71.12356255,-71.12356255,Neighborhood Nine
Lola,Yorksire Terrier,"(42.37077213, -71.10091281)",-71.10091281,-71.10091281,Mid-Cambridge
Dallas,Chihuahua,"(42.36682603, -71.0989126)",-71.0989126,-71.0989126,The Port
Stella,French Bulldog,"(42.37369096, -71.08202079)",-71.08202079,-71.08202079,East Cambridge
Knightley,Jack Russel,"(42.38217926, -71.14132842)",-71.14132842,-71.14132842,West Cambridge
Maisy,LABRADOR Retriever,"(42.38283881, -71.13248597)",-71.13248597,-71.13248597,West Cambridge
Jasper,Shitzu,"(42.38655029, -71.12753312)",-71.12753312,-71.12753312,Neighborhood Nine
Max,Maltese,"(42.37064026, -71.07240145)",-71.07240145,-71.07240145,East Cambridge
Nero,Mix,"(42.38222153, -71.14405228)",-71.14405228,-71.14405228,West Cambridge
Loki,TERRIER,"(42.38930941, -71.11953832)",-71.11953832,-71.11953832,North Cambridge
Winston,Shih Tzu,"(42.36984927, -71.07430586)",-71.07430586,-71.07430586,East Cambridge
Dudu,Miniture Pinscher,"(42.39013612, -71.14618294)",-71.14618294,-71.14618294,Cambridge Highlands
Sally,Golden Retriever,"(42.36444016, -71.09837632)",-71.09837632,-71.09837632,The Port
Sparky,Miniature Labradoodle,"(42.37936425, -71.13274765)",-71.13274765,-71.13274765,West Cambridge
Scooter,Poodle,"(42.38375272, -71.13262393)",-71.13262393,-71.13262393,Neighborhood Nine
Pork Chop,Mixed,"(42.3939519, -71.14678395)",-71.14678395,-71.14678395,Cambridge Highlands
Rock,Miniature Pinscher,"(42.37061397, -71.09565504)",-71.09565504,-71.09565504,Wellington-Harrington
Sawyer,Lab / Shep,"(42.36829386, -71.10297538)",-71.10297538,-71.10297538,Mid-Cambridge
Honey,Golden Retriever,"(42.37776753, -71.1430537)",-71.1430537,-71.1430537,West Cambridge
Dino,Chihuahua,"(42.37269494, -71.08377765)",-71.08377765,-71.08377765,East Cambridge
Kobe,Yorkshire Terrier,"(42.39234182, -71.1393409)",-71.1393409,-71.1393409,North Cambridge
Rugby,Morkie,"(42.3963202, -71.14797748)",-71.14797748,-71.14797748,North Cambridge
Lewi,Corgi,"(42.37330268, -71.11247649)",-71.11247649,-71.11247649,Mid-Cambridge
Sofie,Havanese,"(42.38798685, -71.12484531)",-71.12484531,-71.12484531,Neighborhood Nine
Belinda,Labradoodle,"(42.38734461, -71.13794908)",-71.13794908,-71.13794908,Neighborhood Nine
Zane,Maltese Mix,"(42.39283323, -71.12542807)",-71.12542807,-71.12542807,North Cambridge
Otto,Heeler,"(42.38445365, -71.13450562)",-71.13450562,-71.13450562,West Cambridge
Jangchub,Shep,"(42.36924068, -71.10629308)",-71.10629308,-71.10629308,Mid-Cambridge
Percy,French Bulldog,"(42.39179933, -71.1305754)",-71.1305754,-71.1305754,North Cambridge
Keeba,Border Collie,"(42.37819469, -71.14792913)",-71.14792913,-71.14792913,Strawberry Hill
Jens,Shep,"(42.38187225, -71.14361713)",-71.14361713,-71.14361713,West Cambridge
Jake,Border Collie,"(42.37760749, -71.14532147)",-71.14532147,-71.14532147,West Cambridge
Milo,Chihuahua,"(42.37273448, -71.08055464)",-71.08055464,-71.08055464,East Cambridge
Chloe,Labrador Retriever,"(42.37415951, -71.13051369)",-71.13051369,-71.13051369,West Cambridge
Bodie,Husky,"(42.37748572, -71.13323447)",-71.13323447,-71.13323447,West Cambridge
Wiggles,Pointer,"(42.36910496, -71.09615838)",-71.09615838,-71.09615838,Wellington-Harrington
Sahsha,TERRIER,"(42.35944867, -71.10457605)",-71.10457605,-71.10457605,Cambridgeport
Mic,Havanese,"(42.37560824, -71.15602601)",-71.15602601,-71.15602601,NA
Vita,Mix,"(42.37537747, -71.09794748)",-71.09794748,-71.09794748,Wellington-Harrington
Curry,Shiba Inu,"(42.39358329, -71.14791665)",-71.14791665,-71.14791665,North Cambridge
Milo,Labrador Retriever,"(42.38018549, -71.13623967)",-71.13623967,-71.13623967,West Cambridge
Luna,Italian Greyhound Mix,"(42.39702372, -71.14803991)",-71.14803991,-71.14803991,North Cambridge
Charlie,Lhasa Apso,"(42.3670133, -71.09262307)",-71.09262307,-71.09262307,Wellington-Harrington
Goodwin,Jack Russell Terr Mix,"(42.38746133, -71.11808666)",-71.11808666,-71.11808666,Neighborhood Nine
Coco,Golden Retriever,"(42.35610126, -71.10749722)",-71.10749722,-71.10749722,Cambridgeport
Stella,Pug,"(42.37330843, -71.09529569)",-71.09529569,-71.09529569,NA
Millie,Hound,"(42.38437013, -71.12038926)",-71.12038926,-71.12038926,Agassiz
Bella,Italian Greyhould,"(42.36316252, -71.10350241)",-71.10350241,-71.10350241,Cambridgeport
Astrid,Saluki,"(42.36967216, -71.10212233)",-71.10212233,-71.10212233,Mid-Cambridge
Skip,Australian Cattle Dog,"(42.36242541, -71.10778268)",-71.10778268,-71.10778268,Riverside
Harrison,Poodle,"(42.37065517, -71.11396054)",-71.11396054,-71.11396054,Mid-Cambridge
Hestia,Golden Doodle,"(42.38538426, -71.12382512)",-71.12382512,-71.12382512,Neighborhood Nine
Lucy,Cockapoo,"(42.36150734, -71.10826834)",-71.10826834,-71.10826834,Cambridgeport
Heidi,Dachshund,"(42.36591517, -71.10163776)",-71.10163776,-71.10163776,The Port
Riley,Golden Retriever,"(42.37932781, -71.13786129)",-71.13786129,-71.13786129,West Cambridge
Sadie,Bernese Mountain Dog,"(42.3702668, -71.08179232)",-71.08179232,-71.08179232,East Cambridge
Lexi,Maltese,"(42.38105907, -71.14148599)",-71.14148599,-71.14148599,West Cambridge
Heidi,Saluki-Mix,"(42.3748359, -71.14657075)",-71.14657075,-71.14657075,West Cambridge
Samba (Papaya),BLACK LAB/HOUND,"(42.36888453, -71.09607181)",-71.09607181,-71.09607181,The Port
Poppy,Bichon Frise,"(42.3717551, -71.07317341)",-71.07317341,-71.07317341,East Cambridge
Abbie Tingley,Bull Terrier,"(42.38701301, -71.14475923)",-71.14475923,-71.14475923,Cambridge Highlands
Fiona,Shih Tzu,"(42.36115588, -71.10858616)",-71.10858616,-71.10858616,Cambridgeport
Ella,PAPILLON,"(42.37183803, -71.11181762)",-71.11181762,-71.11181762,Mid-Cambridge
Ollie,Goldendoodle,"(42.38656822, -71.11871077)",-71.11871077,-71.11871077,Agassiz
Shadow,Shih Tzu,"(42.37154223, -71.09344797)",-71.09344797,-71.09344797,Wellington-Harrington
Moose,Poodle,"(42.36179342, -71.10849081)",-71.10849081,-71.10849081,Cambridgeport
Bernie,Labrador Retriever,"(42.37880669, -71.12334155)",-71.12334155,-71.12334155,Neighborhood Nine
Cooper,Hound,"(42.37950716, -71.15445758)",-71.15445758,-71.15445758,Strawberry Hill
Lucy,Labrador Retriever,"(42.37549518, -71.13279927)",-71.13279927,-71.13279927,West Cambridge
Barkley,Labrador Retriever,"(42.3850183, -71.12473724)",-71.12473724,-71.12473724,Neighborhood Nine
Tootsie,Chihuahua Mix,"(42.39320163, -71.13010885)",-71.13010885,-71.13010885,North Cambridge
George,Tibetan Terrier,"(42.36037243, -71.10890735)",-71.10890735,-71.10890735,Cambridgeport
Lujah,Golden Retriever Mix,"(42.38200512, -71.13270688)",-71.13270688,-71.13270688,Neighborhood Nine
Sydney,Labradoddle,"(42.37675431, -71.15037669)",-71.15037669,-71.15037669,Strawberry Hill
Charlie,Collie,"(42.3799668, -71.11259233)",-71.11259233,-71.11259233,Agassiz
Lucky,Chihuahua,"(42.38290232, -71.13629486)",-71.13629486,-71.13629486,West Cambridge
Lucy,Boxer,"(42.36608563, -71.09735217)",-71.09735217,-71.09735217,The Port
Thomas,Golden Retriever,"(42.35851326, -71.10485016)",-71.10485016,-71.10485016,Cambridgeport
Phoebe,Labrador Retriever,"(42.39717516, -71.14135862)",-71.14135862,-71.14135862,North Cambridge
Pistol,Jack Russell Terrier,"(42.36932202, -71.10175236)",-71.10175236,-71.10175236,Mid-Cambridge
Fluffy,Pomeranian,"(42.36400836, -71.1159887)",-71.1159887,-71.1159887,Riverside
Raffaella,West Highland White Terrier,"(42.37127161, -71.09138387)",-71.09138387,-71.09138387,Wellington-Harrington
Eddie,Boxer Mix,"(42.36573301, -71.09746629)",-71.09746629,-71.09746629,The Port
Luna,Pug,"(42.37613481, -71.10716339)",-71.10716339,-71.10716339,Mid-Cambridge
Bishop,Standard Poodle,"(42.36219639, -71.10956425)",-71.10956425,-71.10956425,Cambridgeport
Buddy,Pug,"(42.39462132, -71.13163738)",-71.13163738,-71.13163738,North Cambridge
Buddy,Maltipoo,"(42.36795269, -71.11491732)",-71.11491732,-71.11491732,Riverside
Guinness,HAVANESE,"(42.39380225, -71.13500132)",-71.13500132,-71.13500132,North Cambridge
Jax,German Shepard / Lab,"(42.39083788, -71.12890657)",-71.12890657,-71.12890657,North Cambridge
Emmett,Aust Shep,"(42.38895611, -71.1274902)",-71.1274902,-71.1274902,Neighborhood Nine
Trotter,Miniature Schnauzer,"(42.37292836, -71.11035265)",-71.11035265,-71.11035265,Mid-Cambridge
Penny,Cocker Spaniel,"(42.37952344, -71.14274695)",-71.14274695,-71.14274695,West Cambridge
Coco,Pit Bull,"(42.36818706, -71.11299557)",-71.11299557,-71.11299557,Riverside
Tj,Cavalier King Charles Spaniel,"(42.38073727, -71.14471672)",-71.14471672,-71.14471672,West Cambridge
Balou,Border Collie,"(42.37020282, -71.08826175)",-71.08826175,-71.08826175,East Cambridge
Hero,Terrier,"(42.36362229, -71.09821619)",-71.09821619,-71.09821619,The Port
Winston,Sato,"(42.36715511, -71.085651)",-71.085651,-71.085651,East Cambridge
Charlie,Pomeranian,"(42.39250885, -71.14746111)",-71.14746111,-71.14746111,Cambridge Highlands
Kendall,"Labradoodle, Mini","(42.36402168, -71.08329216)",-71.08329216,-71.08329216,East Cambridge
Cocoa,Cockapoo,"(42.36727067, -71.09546871)",-71.09546871,-71.09546871,The Port
Bailey,Cocker Spaniel,"(42.37252271, -71.10952038)",-71.10952038,-71.10952038,Mid-Cambridge
Gus,Cockerpoo,"(42.371333, -71.10537197)",-71.10537197,-71.10537197,Mid-Cambridge
Sally,Jack Russell /Chihuahua,"(42.37896527, -71.1501436)",-71.1501436,-71.1501436,Strawberry Hill
Humphrey,Labrador Retriever,"(42.37975738, -71.11998543)",-71.11998543,-71.11998543,Neighborhood Nine
Pete,Dalmatian,"(42.35647621, -71.10801734)",-71.10801734,-71.10801734,Cambridgeport
Otis,Springer Spaniel Mix,"(42.36244926, -71.1071293)",-71.1071293,-71.1071293,Cambridgeport
Abby,Shepherd Mix,"(42.3935062, -71.14721564)",-71.14721564,-71.14721564,North Cambridge
Shaka,Poodle,"(42.39137204, -71.12214385)",-71.12214385,-71.12214385,North Cambridge
Lucy,Chihuahua,"(42.36176314, -71.10525076)",-71.10525076,-71.10525076,Cambridgeport
Harley,Old English Sheepdog,"(42.37411584, -71.10658498)",-71.10658498,-71.10658498,Mid-Cambridge
Marzipan,Bedlington Terrier,"(42.36911547, -71.10881835)",-71.10881835,-71.10881835,Riverside
Wylie,Labrador Retriever,"(42.38222447, -71.12893892)",-71.12893892,-71.12893892,Neighborhood Nine
Zane,Cattle Dog Mix,"(42.39747562, -71.13506916)",-71.13506916,-71.13506916,North Cambridge
Gruffydd,Sheltie,"(42.36691252, -71.09381413)",-71.09381413,-71.09381413,The Port
Stedman,Cockerpoo,"(42.36940981, -71.08362549)",-71.08362549,-71.08362549,East Cambridge
Zoe,Black Lab,"(42.37947257, -71.13772509)",-71.13772509,-71.13772509,West Cambridge
Obi,Golden Doodle,"(42.3555024, -71.11055948)",-71.11055948,-71.11055948,Cambridgeport
Yetta,Chihuahua,"(42.36410113, -71.10898242)",-71.10898242,-71.10898242,Riverside
Oscar,Lahas Apso,"(42.37591117, -71.15140965)",-71.15140965,-71.15140965,Strawberry Hill
Scrappy,Dachshund Mix,"(42.37116449, -71.09293443)",-71.09293443,-71.09293443,Wellington-Harrington
Lovie,Shih Tzu,"(42.3820194, -71.11272923)",-71.11272923,-71.11272923,Agassiz
Nera,Miniature Schnauzer,"(42.37189663, -71.07367395)",-71.07367395,-71.07367395,East Cambridge
Rumble,French Bulldog,"(42.36430746, -71.10774171)",-71.10774171,-71.10774171,Cambridgeport
Chloe,Godlen Ret,"(42.37095501, -71.10366704)",-71.10366704,-71.10366704,Mid-Cambridge
Carley,Brittany Spaniel,"(42.39793754, -71.13216978)",-71.13216978,-71.13216978,North Cambridge
Davinci Skizim,Spaniel,"(42.39127196, -71.15527794)",-71.15527794,-71.15527794,Cambridge Highlands
Duque,Bichon Frise,"(42.38636643, -71.13074773)",-71.13074773,-71.13074773,Neighborhood Nine
Ezra,Soft Coat Retriever,"(42.37817492, -71.1421292)",-71.1421292,-71.1421292,West Cambridge
Ethel,Bernese Mountain Dog,"(42.36678851, -71.08335834)",-71.08335834,-71.08335834,East Cambridge
Choc,German Shorthair Pointer,"(42.40046856, -71.13537474)",-71.13537474,-71.13537474,North Cambridge
Satch,Australian Shepherd,"(42.37853598, -71.10977824)",-71.10977824,-71.10977824,Agassiz
Sam,German Shepherd,"(42.37634649, -71.10488101)",-71.10488101,-71.10488101,Mid-Cambridge
Bisou,Standard Poodle,"(42.37751432, -71.13758171)",-71.13758171,-71.13758171,West Cambridge
Nancy Winship,Coton De Tulear,"(42.38056203, -71.12339679)",-71.12339679,-71.12339679,Neighborhood Nine
Padme Amidala Randolph,Itailian Greyhound,"(42.36684646, -71.1095604)",-71.1095604,-71.1095604,Mid-Cambridge
Zoe,Chinese Crested,"(42.37360905, -71.08091287)",-71.08091287,-71.08091287,East Cambridge
Vyas,Bichon Frise,"(42.37966162, -71.13949441)",-71.13949441,-71.13949441,West Cambridge
Cecilia Christina Steinhardt,Shih Tzu,"(42.38742316, -71.13743125)",-71.13743125,-71.13743125,Neighborhood Nine
Oliver,West Highland White Terrier,"(42.37617336, -71.15003884)",-71.15003884,-71.15003884,Strawberry Hill
Taj,German Shepherd,"(42.36326242, -71.09934767)",-71.09934767,-71.09934767,The Port
Jemma,French Bulldog,"(42.37304719, -71.12411377)",-71.12411377,-71.12411377,West Cambridge
Cloey,Pug,"(42.36102116, -71.10925672)",-71.10925672,-71.10925672,Cambridgeport
Nellie,Whoodle,"(42.38398707, -71.1300267)",-71.1300267,-71.1300267,Neighborhood Nine
Ricky,Australian Shepherd,"(42.38407528, -71.13130292)",-71.13130292,-71.13130292,Neighborhood Nine
Barfie,Maltese,"(42.37550415, -71.14932515)",-71.14932515,-71.14932515,West Cambridge
Bru Schellhorn,Rhodesian Ridgeback Mix,"(42.3578077, -71.11199011)",-71.11199011,-71.11199011,Cambridgeport
Scout,Labradoddle,"(42.37970296, -71.13445826)",-71.13445826,-71.13445826,West Cambridge
Clara,Shih Tzu,"(42.39510464, -71.12626984)",-71.12626984,-71.12626984,North Cambridge
Ruby,Labrador Retriever,"(42.38171366, -71.13105409)",-71.13105409,-71.13105409,West Cambridge
Muppin,Toy Poodle,"(42.37877562, -71.12689392)",-71.12689392,-71.12689392,West Cambridge
Yaya,Bichion Frise,"(42.36880709, -71.07471557)",-71.07471557,-71.07471557,East Cambridge
Molly,Giant Schnauzer,"(42.39129277, -71.14399215)",-71.14399215,-71.14399215,Cambridge Highlands
Stanley,Golden Retriever,"(42.36002279, -71.09994004)",-71.09994004,-71.09994004,Cambridgeport
Jules Bhatt,Jack Russell Terrier Mix,"(42.3714646, -71.08395328)",-71.08395328,-71.08395328,East Cambridge
Dixie,Beagle Mix,"(42.35514406, -71.10506666)",-71.10506666,-71.10506666,Cambridgeport
Oscar,Pug,"(42.36060999, -71.1058555)",-71.1058555,-71.1058555,Cambridgeport
Winslow,Australian Labadoodle,"(42.37608215, -71.10676466)",-71.10676466,-71.10676466,Mid-Cambridge
Lego,Mix,"(42.382135, -71.13838519)",-71.13838519,-71.13838519,West Cambridge
Theo,,"(42.37845903, -71.12814481)",-71.12814481,-71.12814481,West Cambridge
Sammy,Shih Tzu,"(42.36915967, -71.11384597)",-71.11384597,-71.11384597,Riverside
Baby,Chihuahua Dachsund Mix,"(42.37226492, -71.0902199)",-71.0902199,-71.0902199,Wellington-Harrington
Oscar,Cavalier King Charles Spaniel,"(42.37250252, -71.08038948)",-71.08038948,-71.08038948,East Cambridge
Riley,Toy Poodle Mix,"(42.3713628, -71.10549017)",-71.10549017,-71.10549017,Mid-Cambridge
Baeley,Pug,"(42.37149322, -71.12468892)",-71.12468892,-71.12468892,West Cambridge
Ollie,German Shorthair Pointer,"(42.37005364, -71.0840539)",-71.0840539,-71.0840539,East Cambridge
Ptarmigan,Cocker Spaniel,"(42.3800537, -71.13831689)",-71.13831689,-71.13831689,West Cambridge
Shadow,Labrador Retriever,"(42.36708141, -71.0989698)",-71.0989698,-71.0989698,The Port
Yoda,French Buldog,"(42.39275945, -71.14222314)",-71.14222314,-71.14222314,North Cambridge
