Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Belle,Labrador Retriever Mix,"(42.37249236, -71.08216378)",-71.08216378,-71.08216378,East Cambridge
Moby,Eng Spr Span,"(42.36907091, -71.10160987)",-71.10160987,-71.10160987,Mid-Cambridge
Mia Wallace,Chihuaha Mix,"(42.37332196, -71.07151595)",-71.07151595,-71.07151595,East Cambridge
Lucca,Flat Coated Retriever,"(42.3864363, -71.12754307)",-71.12754307,-71.12754307,Neighborhood Nine
Maggie,Australian Terrier,"(42.37853486, -71.12430068)",-71.12430068,-71.12430068,Neighborhood Nine
Eloise,French Bulldog,"(42.37220586, -71.07995316)",-71.07995316,-71.07995316,East Cambridge
Max,German Shepherd,"(42.39200586, -71.1311491)",-71.1311491,-71.1311491,North Cambridge
Azure,Chihuahua,"(42.39250945, -71.13109127)",-71.13109127,-71.13109127,North Cambridge
Gracie,Golden Doodle,"(42.36948217, -71.11424386)",-71.11424386,-71.11424386,Mid-Cambridge
Teddy,Hound,"(42.36918054, -71.07969005)",-71.07969005,-71.07969005,East Cambridge
Riley,Wire Fox Terrier,"(42.37586206, -71.13179039)",-71.13179039,-71.13179039,West Cambridge
Wilson,Labrador Retriever,"(42.36156818, -71.10182349)",-71.10182349,-71.10182349,Cambridgeport
Patch,Pit Bull Terrier,"(42.36796093, -71.10900836)",-71.10900836,-71.10900836,Riverside
Ralph,German Shepherd,"(42.3795226, -71.13662504)",-71.13662504,-71.13662504,West Cambridge
Scout,Golden Retriever,"(42.36784343, -71.08232634)",-71.08232634,-71.08232634,East Cambridge
Tucker,Labrador Retriever,"(42.37331579, -71.09878005)",-71.09878005,-71.09878005,The Port
Nahla,Goldendoodle,"(42.37155955, -71.10109844)",-71.10109844,-71.10109844,Mid-Cambridge
Loa,Labrador Retriever,"(42.37992298, -71.12313391)",-71.12313391,-71.12313391,Neighborhood Nine
Tommy,Collie,"(42.39460188, -71.13040569)",-71.13040569,-71.13040569,North Cambridge
Chui,Mastiff,"(42.37332485, -71.1369441)",-71.1369441,-71.1369441,West Cambridge
Maya,Jack Russell Terrier,"(42.39954514, -71.13585166)",-71.13585166,-71.13585166,North Cambridge
Nala,Pitbull,"(42.35964506, -71.11476081)",-71.11476081,-71.11476081,Cambridgeport
Rosie,Labrador Retriever,"(42.37284562, -71.10686881)",-71.10686881,-71.10686881,Mid-Cambridge
Freya,Labradoddle,"(42.38847422, -71.12162533)",-71.12162533,-71.12162533,Neighborhood Nine
Stone,Pitbull Mix,"(42.35609837, -71.10907921)",-71.10907921,-71.10907921,Cambridgeport
Glitch,Australian Shepherd,"(42.36620418, -71.10496449)",-71.10496449,-71.10496449,Mid-Cambridge
Moxie,Labradoodle,"(42.36265597, -71.11245871)",-71.11245871,-71.11245871,Cambridgeport
Wren,Norwegian Elkhound,"(42.37342546, -71.09848615)",-71.09848615,-71.09848615,Wellington-Harrington
Nala,Pit Bull,"(42.36105424, -71.11716803)",-71.11716803,-71.11716803,Cambridgeport
Lady,Cocker Spaniel,"(42.37061294, -71.08346161)",-71.08346161,-71.08346161,East Cambridge
Bella,Bernese Mountain Dog,"(42.37254527, -71.1209571)",-71.1209571,-71.1209571,Riverside
Simba,Australian Cattle Dog Mix,"(42.398899, -71.13553879)",-71.13553879,-71.13553879,North Cambridge
Cassius,Boxer,"(42.3892605, -71.12621262)",-71.12621262,-71.12621262,Neighborhood Nine
Sunny,Mix,"(42.39065706, -71.12679095)",-71.12679095,-71.12679095,North Cambridge
Lupo,Cockapoo,"(42.38280486, -71.13546282)",-71.13546282,-71.13546282,West Cambridge
Bailey Hogan,Hound,"(42.36912431, -71.10996097)",-71.10996097,-71.10996097,Mid-Cambridge
Piper,Cocker Spaniel,"(42.37263442, -71.07752904)",-71.07752904,-71.07752904,East Cambridge
Louie,Pekingese,"(42.39290925, -71.15578092)",-71.15578092,-71.15578092,Cambridge Highlands
Lucy,Labradoddle,"(42.37702548, -71.13452981)",-71.13452981,-71.13452981,West Cambridge
Dante,Labrador Retriever,"(42.39338397, -71.1349169)",-71.1349169,-71.1349169,North Cambridge
Leia,Pointer Terrier Mix,"(42.39145333, -71.12504079)",-71.12504079,-71.12504079,North Cambridge
Gracie Irene,Scottish Terrier,"(42.36223896, -71.08298857)",-71.08298857,-71.08298857,East Cambridge
Tommy,Mix,"(42.3696734, -71.1132132)",-71.1132132,-71.1132132,Riverside
Pippa,Mini Aussie Shepherd,"(42.37710532, -71.12882847)",-71.12882847,-71.12882847,West Cambridge
Django,English Bulldog,"(42.36162909, -71.10200416)",-71.10200416,-71.10200416,Cambridgeport
Kaalu,Poodle,"(42.36752874, -71.11497937)",-71.11497937,-71.11497937,Riverside
Dodger,Labrador Retriever,"(42.39206377, -71.13942017)",-71.13942017,-71.13942017,Neighborhood Nine
Maisy,Boxer,"(42.37595004, -71.14685733)",-71.14685733,-71.14685733,West Cambridge
Ruby,French Bulldog,"(42.38546272, -71.13029964)",-71.13029964,-71.13029964,Neighborhood Nine
Livvie,Pug,"(42.36459852, -71.08150247)",-71.08150247,-71.08150247,East Cambridge
Richard,Hound,"(42.37709589, -71.14096233)",-71.14096233,-71.14096233,West Cambridge
Bella,Miniature Schnauzer,"(42.35979693, -71.11127026)",-71.11127026,-71.11127026,Cambridgeport
Teddy,Springer Spaniel,"(42.35926361, -71.10837034)",-71.10837034,-71.10837034,Cambridgeport
Oengus,Irish Wolf Hound,"(42.36803034, -71.08092704)",-71.08092704,-71.08092704,East Cambridge
Ruby,Border Collie Mix,"(42.37311075, -71.07683567)",-71.07683567,-71.07683567,East Cambridge
Panda,Portuguese Water Dog,"(42.37767638, -71.13878476)",-71.13878476,-71.13878476,West Cambridge
Hattie,Labrador Retriever,"(42.35681011, -71.11126742)",-71.11126742,-71.11126742,Cambridgeport
Zoey,Cockerpoo,"(42.38345443, -71.12796061)",-71.12796061,-71.12796061,Neighborhood Nine
Ziggy,Bichon Frise,"(42.3986758, -71.1314409)",-71.1314409,-71.1314409,North Cambridge
Sunny,Chihuahua,"(42.36248839, -71.11139309)",-71.11139309,-71.11139309,Cambridgeport
Mora,Scottish Terrier,"(42.38291659, -71.14005709)",-71.14005709,-71.14005709,West Cambridge
Sam,Toy Poodle,"(42.38645911, -71.12316458)",-71.12316458,-71.12316458,Neighborhood Nine
Case,Golden Retriever,"(42.3742125, -71.14122916)",-71.14122916,-71.14122916,West Cambridge
Monkey,Terrier,"(42.36183161, -71.10571736)",-71.10571736,-71.10571736,Cambridgeport
Nubia,Labrador Retriever,"(42.36502266, -71.10571435)",-71.10571435,-71.10571435,Cambridgeport
Emma,Lakeland Terrier,"(42.37358288, -71.1073397)",-71.1073397,-71.1073397,Mid-Cambridge
Eartha,Cairn Terrier,"(42.37737029, -71.10774225)",-71.10774225,-71.10774225,Mid-Cambridge
Max,Boston Ter,"(42.36178601, -71.10870811)",-71.10870811,-71.10870811,Cambridgeport
Henry,Yorksire Terrier,"(42.38870705, -71.1333791)",-71.1333791,-71.1333791,Neighborhood Nine
Polo,Chihuahua,"(42.35439324, -71.10610708)",-71.10610708,-71.10610708,Cambridgeport
Neo,Labrador Retriever Mix,"(42.39676781, -71.14665153)",-71.14665153,-71.14665153,North Cambridge
Anna,Yorksire Terrier,"(42.38946313, -71.11911478)",-71.11911478,-71.11911478,North Cambridge
Nishoko,Mix,"(42.3921263, -71.13361557)",-71.13361557,-71.13361557,Neighborhood Nine
Tyson,Boxer,"(42.36653772, -71.0967091)",-71.0967091,-71.0967091,The Port
Scruffy,Bedlington Terr,"(42.37606344, -71.12469771)",-71.12469771,-71.12469771,West Cambridge
Kujira,Rat Terr/Chihuahua,"(42.39466808, -71.14641338)",-71.14641338,-71.14641338,North Cambridge
Feba,Mix,"(42.37799848, -71.15216006)",-71.15216006,-71.15216006,Strawberry Hill
Luka,Labrador Retriever,"(42.38079619, -71.15451662)",-71.15451662,-71.15451662,Strawberry Hill
Jasper,Cockerpoo,"(42.3668219, -71.1089316)",-71.1089316,-71.1089316,Mid-Cambridge
Ginger,German Shepherd Dog,"(42.36866499, -71.08025802)",-71.08025802,-71.08025802,East Cambridge
Boo,Terrier Mix,"(42.3810862, -71.12005039)",-71.12005039,-71.12005039,Agassiz
Winston,,"(42.3732318, -71.0990768)",-71.0990768,-71.0990768,Wellington-Harrington
Soleil,Swiss Mountain Dog,"(42.36595628, -71.10426012)",-71.10426012,-71.10426012,Cambridgeport
Tobermory,Spitz,"(42.38110594, -71.13254)",-71.13254,-71.13254,West Cambridge
Geyser,Cocker Spaniel,"(42.37946931, -71.1376277)",-71.1376277,-71.1376277,West Cambridge
June,Boxer Mix,"(42.37337478, -71.12318015)",-71.12318015,-71.12318015,West Cambridge
Tonka,Maltese,"(42.36881007, -71.08327378)",-71.08327378,-71.08327378,East Cambridge
Bailey,Lhasa Poo,"(42.39870053, -71.13462738)",-71.13462738,-71.13462738,North Cambridge
Billie,Australian Cattle Dog,"(42.38473624, -71.1260057)",-71.1260057,-71.1260057,Neighborhood Nine
Tip,Mix,"(42.37698665, -71.12594327)",-71.12594327,-71.12594327,West Cambridge
Golda,Terrier,"(42.39024868, -71.1362006)",-71.1362006,-71.1362006,North Cambridge
Bradley,Golden Retriever,"(42.35930895, -71.11152589)",-71.11152589,-71.11152589,Cambridgeport
Ruby,Pit Bull,"(42.36665026, -71.09659528)",-71.09659528,-71.09659528,The Port
Xevious,Labradoodle,"(42.38168904, -71.12503128)",-71.12503128,-71.12503128,Neighborhood Nine
Chunky,American Bully,"(42.36698816, -71.11152118)",-71.11152118,-71.11152118,Riverside
Levon,Labrador Retriever,"(42.38482811, -71.13872392)",-71.13872392,-71.13872392,West Cambridge
Maggie Moo,Australian Cattle Dog,"(42.37381003, -71.08569543)",-71.08569543,-71.08569543,East Cambridge
Tara,Shih Tzu,"(42.36787824, -71.08332622)",-71.08332622,-71.08332622,East Cambridge
Sadie,Greyhound,"(42.38307935, -71.1215982)",-71.1215982,-71.1215982,Neighborhood Nine
Echo,Wired Haired Pointing Griffon,"(42.37295528, -71.14122197)",-71.14122197,-71.14122197,West Cambridge
Gracie,Woodle,"(42.37735939, -71.10910139)",-71.10910139,-71.10910139,Mid-Cambridge
Bella,Pit Bull,"(42.37060753, -71.09034734)",-71.09034734,-71.09034734,Wellington-Harrington
Reign Of Terror,Shih Tzu,"(42.36765706, -71.08373663)",-71.08373663,-71.08373663,East Cambridge
Louise,Portuguese Water Dog,"(42.38900101, -71.13108432)",-71.13108432,-71.13108432,North Cambridge
Dwight,Greyhound,"(42.36040344, -71.10411009)",-71.10411009,-71.10411009,Cambridgeport
Maggie,York Terr,"(42.36804545, -71.08058723)",-71.08058723,-71.08058723,East Cambridge
Phoebe,Ret,"(42.3758162, -71.10490836)",-71.10490836,-71.10490836,Mid-Cambridge
Gigi,Bichon Frise,"(42.36396154, -71.10580501)",-71.10580501,-71.10580501,Riverside
Bohdi,Great Swiss Mountain Dog,"(42.36792407, -71.10943518)",-71.10943518,-71.10943518,Mid-Cambridge
Louis,Cavalier King Charles Spaniel,"(42.35779818, -71.10733572)",-71.10733572,-71.10733572,Cambridgeport
Archibald,Havanese Mix,"(42.35686034, -71.09969068)",-71.09969068,-71.09969068,Area 2/MIT
Greta,Gsd,"(42.36590468, -71.08203415)",-71.08203415,-71.08203415,East Cambridge
Ginger,Boxer,"(42.40115297, -71.13683911)",-71.13683911,-71.13683911,North Cambridge
Cookie,Yorksire Terrier,"(42.37102533, -71.11218733)",-71.11218733,-71.11218733,Mid-Cambridge
Solo,Goldenretriever,"(42.38282254, -71.12409616)",-71.12409616,-71.12409616,Neighborhood Nine
Emma,Labrador Retriever,"(42.35427934, -71.11032139)",-71.11032139,-71.11032139,Cambridgeport
Pippin,Lab Mix,"(42.36450257, -71.10501394)",-71.10501394,-71.10501394,Cambridgeport
Paisley,Chihuahua,"(42.37182062, -71.09365772)",-71.09365772,-71.09365772,Wellington-Harrington
Angel,Pit Bull,"(42.39465379, -71.12866597)",-71.12866597,-71.12866597,North Cambridge
Nick,Border Collie,"(42.38854511, -71.14042411)",-71.14042411,-71.14042411,Neighborhood Nine
Abby,Labrador Retriever,"(42.36803138, -71.1057985)",-71.1057985,-71.1057985,Mid-Cambridge
Milo,Chihuahua,"(42.36128556, -71.10438638)",-71.10438638,-71.10438638,Cambridgeport
Leroi,Miniature Poodle,"(42.38286224, -71.14323357)",-71.14323357,-71.14323357,West Cambridge
Bowie,Dachshund,"(42.37734761, -71.13151204)",-71.13151204,-71.13151204,West Cambridge
Mateo,Labrador Retriever,"(42.38020918, -71.14510209)",-71.14510209,-71.14510209,West Cambridge
Eliza,Boxer / Lab Mix,"(42.37290691, -71.09621796)",-71.09621796,-71.09621796,Wellington-Harrington
Blonkie,Bolonka,"(42.37363046, -71.13808686)",-71.13808686,-71.13808686,West Cambridge
Bailey,Labrador Retriever,"(42.37024358, -71.13896629)",-71.13896629,-71.13896629,West Cambridge
Happy,Mix,"(42.37751053, -71.14270987)",-71.14270987,-71.14270987,West Cambridge
Coco,Chihuahua,"(42.3881904, -71.12814166)",-71.12814166,-71.12814166,Neighborhood Nine
Scout,Border Collie,"(42.39160832, -71.14741522)",-71.14741522,-71.14741522,Cambridge Highlands
Foo Man Chew,Labrador Retriever,"(42.35933963, -71.10850746)",-71.10850746,-71.10850746,Cambridgeport
Kaylee,Beagle Mix,"(42.39782907, -71.12615319)",-71.12615319,-71.12615319,North Cambridge
Dazzle,Jack Russell Terrier,"(42.37654643, -71.1269312)",-71.1269312,-71.1269312,West Cambridge
Maggie Moo,Aust Cattle Dog,"(42.37014751, -71.08533165)",-71.08533165,-71.08533165,East Cambridge
Petey,Unknown,"(42.37456489, -71.13981161)",-71.13981161,-71.13981161,West Cambridge
Ginger,Cattle Dog,"(42.3790307, -71.14121048)",-71.14121048,-71.14121048,West Cambridge
Cupid,Lahsa Apso,"(42.37136937, -71.0871781)",-71.0871781,-71.0871781,East Cambridge
Prouty,Poodle Mix,"(42.37299359, -71.12901818)",-71.12901818,-71.12901818,West Cambridge
Islay,Jack Russel Terrier,"(42.3781607, -71.12932074)",-71.12932074,-71.12932074,West Cambridge
Wicklow,Australian Shepherd,"(42.36915588, -71.10362704)",-71.10362704,-71.10362704,Mid-Cambridge
Nook,Bernese Mountain Dog,"(42.3699772, -71.09510422)",-71.09510422,-71.09510422,Wellington-Harrington
Henry,Labrabor Retriever,"(42.37112197, -71.10387961)",-71.10387961,-71.10387961,Mid-Cambridge
Abby,Labrador Retriever,"(42.37434885, -71.1404471)",-71.1404471,-71.1404471,West Cambridge
Franklin,Bichon Frise,"(42.37114634, -71.081564)",-71.081564,-71.081564,East Cambridge
Mac,Boxer,"(42.36877176, -71.10198966)",-71.10198966,-71.10198966,Mid-Cambridge
Lucy,Beagle,"(42.383917, -71.13449938)",-71.13449938,-71.13449938,West Cambridge
Goliath,Poodle,"(42.3925035, -71.15456407)",-71.15456407,-71.15456407,Cambridge Highlands
Khloe,Terrier,"(42.36033881, -71.10962165)",-71.10962165,-71.10962165,Cambridgeport
Rascal,Irish Terrier,"(42.37668404, -71.14947425)",-71.14947425,-71.14947425,Strawberry Hill
Pancake,Spaniel,"(42.37411498, -71.11062741)",-71.11062741,-71.11062741,Mid-Cambridge
Muppet,Labradoddle,"(42.36628688, -71.08207021)",-71.08207021,-71.08207021,East Cambridge
Zoey,Austrailian Shepard,"(42.39464519, -71.14837288)",-71.14837288,-71.14837288,North Cambridge
Bijou,Terrier,"(42.39146423, -71.1279065)",-71.1279065,-71.1279065,North Cambridge
Oreo,Jack Russell Terrier,"(42.39353206, -71.12841332)",-71.12841332,-71.12841332,North Cambridge
Marley,Maltese,"(42.37175651, -71.07799486)",-71.07799486,-71.07799486,East Cambridge
Elly,Boston Terrier,"(42.38361296, -71.12816279)",-71.12816279,-71.12816279,Neighborhood Nine
Bouncer,Shih Tzu,"(42.36670199, -71.09199199)",-71.09199199,-71.09199199,Wellington-Harrington
Cinnamon,Brittany Spaniel,"(42.36811465, -71.08495771)",-71.08495771,-71.08495771,East Cambridge
Gadget,Bassett Hound,"(42.39295977, -71.14491032)",-71.14491032,-71.14491032,Cambridge Highlands
Lola,Corgi,"(42.38017088, -71.12465298)",-71.12465298,-71.12465298,Neighborhood Nine
Pepper,Labrador Retriever,"(42.38367242, -71.12148808)",-71.12148808,-71.12148808,Neighborhood Nine
Ellie Sue,Yorkshire Terrier,"(42.38895883, -71.12070278)",-71.12070278,-71.12070278,Neighborhood Nine
Mostra,Mix,"(42.35469076, -71.10694905)",-71.10694905,-71.10694905,Cambridgeport
Bib,Cockerpoo,"(42.38243429, -71.11061115)",-71.11061115,-71.11061115,Agassiz
Baby,Pekingese,"(42.37457734, -71.09625544)",-71.09625544,-71.09625544,Wellington-Harrington
Ella Luna,Shih Tzu,"(42.36281244, -71.10766245)",-71.10766245,-71.10766245,Cambridgeport
Sequoia,German Shepherd,"(42.38472929, -71.1303693)",-71.1303693,-71.1303693,Neighborhood Nine
Oreo,Boston Terr,"(42.3908973, -71.15582398)",-71.15582398,-71.15582398,Cambridge Highlands
Ty,Long Hair Chihuahua,"(42.38911384, -71.12039672)",-71.12039672,-71.12039672,Neighborhood Nine
Clark,Lab Mix,"(42.38104575, -71.13849245)",-71.13849245,-71.13849245,West Cambridge
Lolita,Cocker Spaniel,"(42.39577033, -71.13053334)",-71.13053334,-71.13053334,North Cambridge
Turner,Australian Shepherd,"(42.37358811, -71.0986766)",-71.0986766,-71.0986766,Wellington-Harrington
Maddie,Golden Doodle,"(42.37397202, -71.15051878)",-71.15051878,-71.15051878,Strawberry Hill
Otis,Australian Cattle Dog,"(42.38502786, -71.13100569)",-71.13100569,-71.13100569,Neighborhood Nine
Truman,Leonberger,"(42.36885683, -71.09814306)",-71.09814306,-71.09814306,The Port
Wendy,,"(42.38340663, -71.11504771)",-71.11504771,-71.11504771,NA
Putney,Golden Retriever,"(42.38007649, -71.13571579)",-71.13571579,-71.13571579,West Cambridge
Becky,Chihuahua,"(42.37794197, -71.15310908)",-71.15310908,-71.15310908,Strawberry Hill
Lulu,Pug,"(42.39673903, -71.14658327)",-71.14658327,-71.14658327,North Cambridge
Bootsy,French Bulldog,"(42.3625491, -71.08441089)",-71.08441089,-71.08441089,East Cambridge
Azulita,Weimaraner Mix,"(42.37131755, -71.07111514)",-71.07111514,-71.07111514,East Cambridge
Storm,Terrier,"(42.36406438, -71.09788024)",-71.09788024,-71.09788024,The Port
Maverick,Labradoodle,"(42.38520955, -71.11470095)",-71.11470095,-71.11470095,Agassiz
Marina,Pit Bull,"(42.39593911, -71.13204025)",-71.13204025,-71.13204025,North Cambridge
Tommy,Long Hair Chihuahua,"(42.38344694, -71.13782021)",-71.13782021,-71.13782021,West Cambridge
Louie,Beagle,"(42.38619812, -71.11769538)",-71.11769538,-71.11769538,Agassiz
Luna,Labradoodle,"(42.38410271, -71.13633183)",-71.13633183,-71.13633183,Neighborhood Nine
Angus,West Highland White Terrier,"(42.38153712, -71.1244899)",-71.1244899,-71.1244899,Neighborhood Nine
Lola,Lab Mix,"(42.38330045, -71.13703515)",-71.13703515,-71.13703515,West Cambridge
Kenobi,Poodle,"(42.37704078, -71.13995111)",-71.13995111,-71.13995111,West Cambridge
Vinnie,Border Collie,"(42.3952613, -71.13047187)",-71.13047187,-71.13047187,North Cambridge
Miley,Labrador Retriever,"(42.38379969, -71.14192375)",-71.14192375,-71.14192375,West Cambridge
Jasper,Swiss Mountain Dog,"(42.384771, -71.13273927)",-71.13273927,-71.13273927,Neighborhood Nine
Junior,American Eskimo,"(42.37118144, -71.07293465)",-71.07293465,-71.07293465,East Cambridge
Cosmo,Golden Retriever,"(42.3827384, -71.12033432)",-71.12033432,-71.12033432,Neighborhood Nine
Chula,Italian Greyhould,"(42.36341732, -71.10888277)",-71.10888277,-71.10888277,Cambridgeport
Earl Grey,Pit Bull,"(42.39765021, -71.13025774)",-71.13025774,-71.13025774,North Cambridge
Leonardo Raser,Shephard Mix,"(42.36799698, -71.08622914)",-71.08622914,-71.08622914,East Cambridge
Sooke,Cocker Spaniel,"(42.38293721, -71.13784609)",-71.13784609,-71.13784609,West Cambridge
Chiquita,Shih Tzu,"(42.38817272, -71.12621035)",-71.12621035,-71.12621035,Neighborhood Nine
Enzo Lee,Siberian Husky,"(42.370589, -71.07162224)",-71.07162224,-71.07162224,East Cambridge
Annie,Labrador Retriever,"(42.36479138, -71.10344922)",-71.10344922,-71.10344922,Cambridgeport
Salu,Border Colie Mix,"(42.39399522, -71.14587018)",-71.14587018,-71.14587018,North Cambridge
Patch,Boston Terrier,"(42.35982475, -71.11344512)",-71.11344512,-71.11344512,Cambridgeport
Ozzie,Australian Shep.,"(42.36885743, -71.10471885)",-71.10471885,-71.10471885,Mid-Cambridge
Zebedee,Dachshund,"(42.37592535, -71.1472811)",-71.1472811,-71.1472811,West Cambridge
Gobi,Mixed,"(42.38119546, -71.14499079)",-71.14499079,-71.14499079,West Cambridge
Solo,Golden Retriever,"(42.38435439, -71.12498891)",-71.12498891,-71.12498891,Neighborhood Nine
Jingle Bella,Maltese,"(42.40331569, -71.13464172)",-71.13464172,-71.13464172,North Cambridge
Griffy,Spinone,"(42.3768395, -71.14241093)",-71.14241093,-71.14241093,West Cambridge
Penny,Golden Retriever,"(42.39149385, -71.12511481)",-71.12511481,-71.12511481,North Cambridge
Joey,Lab Mix,"(42.38662398, -71.12197739)",-71.12197739,-71.12197739,Neighborhood Nine
Ginny,English Pointer,"(42.37382782, -71.10153773)",-71.10153773,-71.10153773,Mid-Cambridge
Shea,Pit Bull,"(42.37137151, -71.09113913)",-71.09113913,-71.09113913,Wellington-Harrington
Riley,Labrodor,"(42.37776745, -71.14830998)",-71.14830998,-71.14830998,Strawberry Hill
Sophie,Beagle,"(42.37014783, -71.08372409)",-71.08372409,-71.08372409,East Cambridge
Winston,Cavapoo,"(42.38732765, -71.12889916)",-71.12889916,-71.12889916,Neighborhood Nine
Naina,Border Collie Mix,"(42.35708016, -71.11294457)",-71.11294457,-71.11294457,Cambridgeport
Ray,Border Collie / Mix,"(42.3737686, -71.07246417)",-71.07246417,-71.07246417,East Cambridge
Rosie,Dachshund,"(42.36661424, -71.09581326)",-71.09581326,-71.09581326,The Port
Zoe,Wheat. Terr,"(42.37615788, -71.11213402)",-71.11213402,-71.11213402,Mid-Cambridge
